Country,Tenant,Sport,City,Stadium,Capacity,Built,Seats
Argentina,Horse-Racing use,Horse-Racing use,Buenos Aires,Hipódromo Argentino,50000,1908,null
Argentina,CA Vélez Sarsfield,Football,Buenos Aires,Estadio José Amalfitani,49747,1940,20847
Argentina,Jaguares,Rugby,Buenos Aires,Estadio José Amalfitani,49747,1940,20847
Argentina,CA Boca Juniors,Football,Buenos Aires,Alberto J. Armando,49000,1940,20400
Argentina,CA Huracán,Football,Buenos Aires,Tomás Adolfo Ducó,48314,1947,8314
Argentina,CA Independiente,Football,Avellaneda,Libertadores de América,48069,2009,21101
Argentina,CA Colón,Football,Santa Fé,Estadio Brigadier López,47000,1946,null
Argentina,CA Lanús,Football,Lanús,Estadio Lanús,46519,1929,8600
Argentina,Race-use,Race-use,Buenos Aires,Oscar Alfredo Galvez,45000,1952,all-seater
Argentina,CA San Lorenzo,Football,Buenos Aires,Estadio Pedro Bidegaín,43494,1994,14876
Argentina,Newell's Old Boys,Football,Rosario,Parque Independencia,42000,1979,14400
Argentina,Rosario Central,Football,Rosario,Dr. Lisandro de la Torre,41654,1978,22000
Argentina,CD Godoy Cruz,Football,Mendoza,Malvinas Argentinas,40268,1978,20768
Argentina,CA Los Andes,Football,Lomas/Zamora,Estadio Eduardo Gallardón,36542,1940,all-seater
Argentina,CA Aldosivi,Football,Mar del Plata,José Maria Minella,35354,1978,20180
Argentina,CA Banfield,Football,Buenos Aires,Estadio Florencio Solá,33351,1910,3351
Argentina,Atlético Tucumán,Football,S.M. Tucumán,Estadio José Fierro,32700,1902,2700
Argentina,Deportivo Español,Football,Buenos Aires,Estadio Nueva España,32500,1981,null
Argentina,Deportivo Morón,Football,Morón,Nuevo Francisco Urbano,32000,null,null
Argentina,Belgrano Córdoba,Football,Córdoba,Estadio Julio César Villagra,30500,1929,null
Argentina,Quilmes AC,Football,Quilmes,José Luis Meiszner,30200,1993,4200
Argentina,Multi-use,Multi-use,Jesús María,Estadio José Hernández,30000,1966,null
Argentina,Platense,Football,Buenos Aires,Ciudad de Vicente López,28530,1979,4530
Argentina,CA Nueva Chicago,Football,Buenos Aires,Estadio Nueva Chicago,28500,1940,8000
Argentina,LF de Villa Mercedes,Football,Villa Mercedes,Estadio Único de Villa Mercedes,28000,2017,all-seater
Argentina,Unión Santa Fé,Football,Santa Fé,Estadio 15 de Abril,27500,1943,null
Argentina,Instituto ACC,Football,Córdoba,Estadio Presidente Perón,26535,1951,null
Argentina,CA Tigre,Football,Victoria,Estadio José Dellagiovanna,26282,1936,1845
Argentina,AA Argentinos Juniors,Football,Buenos Aires,Diego Armando Maradona,25000,2003,null
Argentina,Club Sportivo Patria,Football,Formosa,Estadio Antonio Romero,25000,1980,null
Argentina,San Martín de Tucumán,Football,S.M. Tucumán,Estadio La Ciudadela,25000,null,null
Argentina,CA San Martín,Football,San Juan,Estadio del Bicentenario,25000,2011,null
Argentina,CA Sarmiento,Football,Resistencia,Estadio del Centenario,25000,2011,all-seater
Argentina,Ferrocarril Oeste,Football,Buenos Aires,Arq. Ricardo Etcheverry,24858,1905,null
Argentina,CA Chacarita Juniors,Football,Buenos Aires,Estadio Chacarita Juniors,24300,1945,null
Argentina,Gimnasia de Jujuy,Football,San Salvador,Estadio 23 de Agosto,23000,1973,null
Argentina,Atlético Patronato,Football,Paraná,Estadio Padre Grella,22000,1970,null
Argentina,Sarmiento de Junín,Football,Junín,Estadio Eva Perón,22000,1951,null
Argentina,Gimnasia y Esgrima,Football,La Plata,Juan Carlos Zerillo,21500,1924,null
Argentina,Gimnasia y Tiro,Football,Salta,El Gigante del Norte,21000,1993,1000
Argentina,CJ Antoniana,Football,Salta,Padre Ernesto Martearena,20408,2001,all-seater
Argentina,CA Central Norte,Football,Salta,Padre Ernesto Martearena,20408,2001,all-seater
Argentina,Race-use,Race-use,Alta Gracía,Autódromo Oscar Cabalén,20000,1968,null
Argentina,Chaco Forever,Football,Resistencia,Estadio J.A. Garcia,18000,1970,null
Argentina,CSD Defensa y Justicia,Football,Buenos Aires,Estadio Norberto Tomaghello,18000,1978,null
Argentina,Football-use,Football,Catamarca,Estadio Ciudad de Catamarca,16500,2010,all-seater
Argentina,Talleres de Cordoba,Football,Córdoba,Estadio La Boutique,16500,null,null
Argentina,Estudiantes de Caseros,Football,Caseros,Estadio Ciudad de Caseros,16500,null,null
Argentina,Almirante Brown,Football,Isidro Casanova,Fragata Sarmiento,16200,null,null
Argentina,Football-use,Football,San Juan,Estadio Hilario Sánchez,16000,1907,null
Argentina,Arsenal Fútbol Club,Football,Sarandí,Estadio Julio H. Grondona,16000,1964,null
Argentina,Atlético Rafaela,Football,Rafaela,Estadio Monumental,16000,null,null
Argentina,CA Central Córdoba,Football,Santiago/Estero,Victor Antonio Aguirre,16000,1970,2882
Argentina,Huracán Corrientes,Football,Corrientes,José Antonio Romero Feris,15700,1958,null
Argentina,Multi-use,Multi-use,Tortoguitas,DirecTV Arena,15000,2015,all-seater
Argentina,Club Olimpo,Football,Bahía Blanca,Roberto Natalio Carminatti,15000,null,null
Argentina,Polo-use,Horse-Racing use,Buenos Aires,Campo Argentino de Polo,15000,1928,all-seater
Argentina,Huracan Tres Arroyos,Football,Tres Arroyos,Roberto Lorenzo Bottino,15000,1989,null
Argentina,Horse Racing-use,Polo,La Plata,Hipódromo de La Plata,15000,1948,null
Argentina,Club General Belgrano,Football,Santa Rosa,Estadio Villa Alonso,15000,2000,1000
Argentina,Football-use,Football,San Luis,Juan Gilberto Funes,15000,2003,all-seater
Argentina,Tennis-use,Tennis,Buenos Aires,Parque Roca,14510,2006,all-seater
Argentina,El Porvenir,Football,Gerli,Enrique de Roberts,14000,1971,null
Argentina,General Paz Juniors,Football,Córdoba,General Paz Juniors,14000,null,null
Argentina,Indoor Sports,Indoor Sports,Córdoba,Orfeo Superdomo,14000,2002,all-seater
Argentina,CA Atlanta,Football,Buenos Aires,Don León Kolbovski,14000,1960,null
Argentina,Godoy Cruz,Football,Mendoza,Estadio F. Gambarte,14000,1960,null
Argentina,Temperley,Football,Temperley,Alfredo M. Berangert,13800,null,null
Argentina,Racing Córdoba,Football,Córdoba,Estadio Miguel Sancho,13000,null,null
Argentina,Independiente Rivadavia,Football,Mendoza,Estadio Bautista Gargantini,13000,1925,null
Argentina,Club Almagro,Football,Buenos Aires,Estadio 3 de Febrero,12500,null,null
Argentina,CA All Boys,Football,Buenos Aires,Estadio Islas Malvinas,12199,null,null
Argentina,Club Crucero del Norte,Football,Garupá,Comandante A. Guacurarí,12000,2003,null
Argentina,Guarani Posadas,Football,Posadas,Fernandez de Oliveira,12000,1960,null
Argentina,Villa Dalmine,Football,Campana,Estadio Villa Dalmine,12000,1970,null
Argentina,Juventud Antoniana,Football,Salta,Fray Honorato Pistoia,11000,1922,2000
Argentina,Alianza Cutral Có,Football,Nuquina,El Coloso del Ruca Quimey,11000,null,all-seater
Argentina,Estudiantes de Rio Cuarto,Football,Rio Cuarto,Avenida España,10000,1965,null
Argentina,CSS Sol de América,Football,Formosa,Estadio La Fortaleza,10000,null,null
Argentina,Douglas Haig,Football,Pergamino,Estadio Miguel Morales,10000,1977,null
Argentina,Central Cordoba,Football,Rosario,Estadio Gabino Sosa,10000,null,null
Bolivia,Club Bolívar,Football,La Paz,Estadio Hernando Siles,42000,1997,all-seater
Bolivia,The Strongest,Football,La Paz,Estadio Hernando Siles,42000,1997,all-seater
Bolivia,Mariscal Braun,Football,La Paz,Estadio Hernando Siles,42000,1997,all-seater
Bolivia,Blooming Santa Cruz,Football,Santa Cruz,Ramón Tahuichi Aguilera,35000,1939,null
Bolivia,Oriente Petrolero,Football,Santa Cruz,Ramón Tahuichi Aguilera,35000,1939,null
Bolivia,Destroyers Santa Cruz,Football,Santa Cruz,Ramón Tahuichi Aguilera,35000,1939,null
Bolivia,CD San José,Football,Oruro,Estadio Jesus Bermudez,33795,null,null
Bolivia,Real Potosí,Football,Potosí,Víctor Agustín Ugarte,32105,null,null
Bolivia,Jorge Wilstermann,Football,Cochabamba,Estadio Felix Capriles,32000,null,null
Bolivia,Aurora Cochabamba,Football,Cochabamba,Estadio Felix Capriles,32000,null,null
Bolivia,Independiente Petrolero,Football,Sucre,Estadio Olimpico Patria,30000,1992,all-seater
Bolivia,Club Bolívar,Football,La Paz,Libertador Simón Bolivar,18000,null,null
Bolivia,Sport Boys Warnes,Football,Santa Cruz,Estadio Edgar Peña,17000,2015,null
Bolivia,The Strongest,Football,La Paz,Estadio Rafael Mendoza,15000,null,null
Bolivia,Unión Central,Football,Tarija,Estadio IV Centenário,15000,null,null
Bolivia,Guabirá Montero,Football,Montero,Estadio Gilberto Parada,13000,null,null
Bolivia,Real Santa Cruz,Football,Santa Cruz,Juan Carlos Durán Saucedo,10000,null,null
Brazil,Horse Racing-use,Horse Racing,Rio de Janeiro,Hipódromo da Gávea,80000,1875,3000
Brazil,Fluminense FC,Football,Rio de Janeiro,Estádio do Maracanã,78838,1950,all-seater
Brazil,Brasília FC,Football,Brasília,Estádio Mané Garrincha,70064,2013,all-seater
Brazil,Ceará SC,Football,Fortaleza,Estádio Plácido Castelo,67037,1973,all-seater
Brazil,Fortaleza EC,Football,Fortaleza,Estádio Plácido Castelo,67037,1973,all-seater
Brazil,São Paulo FC,Football,São Paulo,Cícero Pompeu de Toledo,66795,1960,all-seater
Brazil,Cruzeiro EC,Football,Belo Horizonte,Estádio Magalhães Pinto,62170,1965,all-seater
Brazil,Santa Cruz FC,Football,Recife,José do Rego Maciel,60044,1972,all-seater
Brazil,Race-use,Race-use,São Paulo,Autódromo J.C. Pace,60000,1940,18000
Brazil,EC Bahia,Football,Salvador,Arena Fonte Nova,56500,2013,all-seater
Brazil,Grêmio FBPA,Football,Porto Alegre,Arena do Grêmio,55538,2012,all-seater
Brazil,Goiás EC,Football,Goiânia,Estádio Serra Dourada,54048,1975,all-seater
Brazil,Uberlândia EC,Football,Uberlândia,Estádio João Havelange,53350,1982,all-seater
Brazil,SC Internacional,Football,Porto Alegre,José Pinheiro Borda,51300,1969,54221
Brazil,Race-use,Race-use,Brasília,Autódromo Nelson Piquet,50000,1974,null
Brazil,Botafogo FR,Football,Rio de Janeiro,Olímpico Nilton Santos,46931,2007,all-seater
Brazil,Clube Náutico Capibaribe,Football,São Lourenço,Arena Pernambuco,46154,2013,all-seater
Brazil,SC Corinthians Paulista,Football,São Paulo,Arena Corinthians,46116,2014,all-seater
Brazil,Clube do Remo,Football,Belém,Olímpico Edgard Proença,45600,2002,all-seater
Brazil,EC Comercial,Football,Campo Grande,Universitário P. Pedrossian,45000,1971,null
Brazil,Operário FC,Football,Campo Grande,Universitário P. Pedrossian,45000,1971,null
Brazil,Grêmio Prudente,Football,P. Prudente,Eduardo José Farah,44414,1982,all-seater
Brazil,Cuiabá EC,Football,Cuiabá,Arena Pantanal,44336,2014,all-seater
Brazil,EC Flamengo,Football,Teresina,Alberto Tavares Silva,44200,1973,all-seater
Brazil,River AC,Football,Teresina,Alberto Tavares Silva,44200,1973,all-seater
Brazil,CA Paranaense,Football,Curitiba,Arena da Baixada,43981,1914,all-seater
Brazil,SE Palmeiras,Football,São Paulo,Allianz Parque,43600,2014,all-seater
Brazil,Nacional FC,Football,Manaus,Arena da Amazônia,42374,2014,all-seater
Brazil,América FC,Football,Natal,Arena das Dunas,42086,2014,all-seater
Brazil,Coritiba FC,Football,Curitiba,Estádio Couto Pereira,40310,1932,all-seater
Brazil,Maranhão AC,Football,São Luís,Estádio João Castelo,40000,1982,all-seater
Brazil,Sampaio Correa FC,Football,São Luís,Estádio João Castelo,40000,1982,all-seater
Brazil,Campinense Clube,Football,Campina Grande,Estádio O Amigão,38000,1975,null
Brazil,Treze FC,Football,Campina Grande,Estádio O Amigão,38000,1975,null
Brazil,Football-use,Football,São Paulo,P. Machado de Carvalho,37952,1940,all-seater
Brazil,Londrina EC,Football,Londrina,Estádio Jacy Scaff,36000,1976,null
Brazil,EC Vitória,Football,Salvador,Estádio Manoel Barradas,35632,1986,all-seater
Brazil,Sport Club do Recife,Football,Recife,Adelmar da Costa Carvalho,35020,1937,all-seater
Brazil,América FC,Football,S.J. Rio Preto,Estádio Benedito Teixeira,32936,1996,all-seater
Brazil,EC Bahia,Football,Salvador,Estádio Roberto Santos,32157,2009,all-seater
Brazil,SC Juiz de Fora,Football,Juiz de Fora,Estádio Mario Helênio,31863,1988,null
Brazil,SC Barueri,Football,Barueri,Arena Barueri,31452,2007,all-seater
Brazil,SER Caxias do Sul,Football,Caxias do Sul,Estádio Francisco Stédile,30822,1976,null
Brazil,CD 7 de Setembro,Football,Dourados,Estádio Fredis Saldívar,30000,1986,null
Brazil,Fabril EC,Football,Lavras,Estádio da Universidade,30000,null,null
Brazil,Race-use,Race-use,Curitiba,Autódromo de Curitiba,30000,1967,all-seater
Brazil,Ypiranga FC,Football,Erechim,Colosso da Lagoa,30000,1970,null
Brazil,Football-use,Football,São Paulo,Estádio Universitário,30000,1954,null
Brazil,Botafogo FC,Football,Ribeirão Preto,Estádio Santa Cruz,29292,1968,all-seater
Brazil,Guaraní FC,Football,Campinas,Estádio Brinco de Ouro,29130,1953,all-seater
Brazil,Race-use,Race-use,Londrina,Autódromo Ayrton Senna,29000,1992,null
Brazil,FC Cascavel CR,Football,Cascavel,Estádio Arnaldo Busatto,28125,1982,null
Brazil,Itumbiara EC,Football,Itumbiara,Juscelino Kubitscheck,28000,1976,null
Brazil,Ferroviário AC,Football,Fortaleza,Presidente Vargas,27844,1941,null
Brazil,Ipatinga FC,Football,Ipatinga,João Lamego Netto,27500,1982,null
Brazil,Brasiliense FC,Football,Taguatinga,Elmo Serejo Farias,27000,1978,null
Brazil,Horse Racing-use,Horse Racing,São Paulo,Jockey Club de São Paulo,26000,1875,2800
Brazil,Botafogo FC,Football,João Pessoa,Estádio Almeidão,25770,1975,null
Brazil,Nacional FC,Football,Uberaba,Estádio João Guido,25000,1972,null
Brazil,Uberaba SC,Football,Uberaba,Estádio João Guido,25000,1972,null
Brazil,Indoor Sports,Indoor Sports,Belo Horizonte,Jornalista Felipe Drumond,25000,1980,all-seater
Brazil,AC Paranavaí,Football,Paranavaí,Dr. Waldemiro Wagner,25000,1992,null
Brazil,CR Vasco da Gama,Football,Rio de Janeiro,Estádio São Januário,24584,1927,all-seater
Brazil,EC Juventude,Football,Caxias do Sul,Estádio Alfredo Jaconi,23726,1975,all-seater
Brazil,EC Pelotas,Football,Pelotas,Estádio Boca do Lobo,23336,1917,null
Brazil,América FC,Football,Belo Horizonte,Estádio Raimundo Sampaio,23018,2011,all-seater
Brazil,CA Mineiro,Football,Belo Horizonte,Estádio Raimundo Sampaio,23018,2011,all-seater
Brazil,Chapecoense ACF,Football,Chapecó,Arena Condá,22600,1976,all-seater
Brazil,Joinville EC,Football,Joinville,Arena Joinville,22400,2004,all-seater
Brazil,Criciúma EC,Football,Criciúma,Estádio Heriberto Hülse,22000,1955,all-seater
Brazil,Grêmio Maringá,Football,Maringá,Estádio Willie Davids,21600,1976,null
Brazil,São Raimundo EC,Football,Santarém,Estádio Jader Barbalho,21254,null,null
Brazil,Rio Branco AC,Football,Cariacica,Estádio Kléber Andrade,21152,1983,all-seater
Brazil,AD Portuguesa,Football,São Paulo,Osvaldo Teixeira Duarte,21000,1956,all-seater
Brazil,A Ferroviária E,Football,Araraquara,Estádio Adhemar de Barros,20950,2009,all-seater
Brazil,AA Portuguesa,Football,Rio de Janeiro,Estádio Luso Brasileiro,20113,1965,null
Brazil,CR Flamengo,Football,Rio de Janeiro,Estádio Luso Brasileiro,20113,1965,null
Brazil,Paraná Clube,Football,Curitiba,Durival de Brito e Silva,20083,1947,null
Brazil,Democrata FC,Football,Sete Lagoas,Joaquim Henrique Nogueira,20063,2006,all-seater
Brazil,Rio Branco FC,Football,Rio Branco,Arena da Floresta,20000,2006,all-seater
Brazil,SE Gama,Football,Gama,Walmir Campelo Bezerra,20000,2008,all-seater
Brazil,Volta Redonda FC,Football,Volta Redonda,General Raulino de Oliveira,20000,1976,all-seater
Brazil,Macaé EFC,Football,Macaé,Estádio Claúdio Moacir,20000,1982,all-seater
Brazil,Mogi Mirim EC,Football,Mogi Mirim,Estádio Vail Chaves,19900,1981,null
Brazil,Varginha EC,Football,Varginha,Estádio Dilzon Melo,19800,1988,null
Brazil,Boa EC,Football,Varginha,Estádio Dilzon Melo,19800,1988,null
Brazil,Clube Náutico Capibaribe,Football,Recife,Eládio de Barros Carvalho,19800,1939,null
Brazil,AA Ponte Preta,Football,Campinas,Estádio Moises Lucarelli,19728,1948,all-seater
Brazil,CA Taquaritinga,Football,Taquaritinga,Adail Nunes da Silva,19281,1983,null
Brazil,Figueirense FC,Football,Florianópolis,Estádio Orlando Scarpelli,19069,1960,all-seater
Brazil,Ituano FC,Football,Itu,Estádio Novelli Júnior,18560,1947,all-seater
Brazil,CS Alagoano,Football,Maceió,Estádio Rei Pelé,18500,1970,null
Brazil,União EC,Football,Rondonópolis,Engenheiro Lutero Lopes,18500,2000,null
Brazil,Paraná Clube,Football,Curitiba,Erton Coelho de Queiroz,18500,1983,null
Brazil,SC Corinthians Paulista,Football,São Paulo,Estádio Alfredo Schurig,18386,1928,null
Brazil,Comercial FC,Football,Ribeirão Preto,Estádio Palma Travassos,18227,1964,null
Brazil,Campo Grande AC,Football,Rio de Janeiro,Estádio Italo del Cima,18000,1960,null
Brazil,Indoor Sports,Indoor Sports,Natal,Ginásio Nélio Dias,18000,2006,all-seater
Brazil,Grêmio Brasil,Football,Pelotas,Estádio Bento Freitas,18000,1943,null
Brazil,AA Internacional,Football,Limeira,José Levy Sobrinho,18000,1977,null
Brazil,EC XV de Novembro,Football,Piracicaba,Barão de Serra Negra,18000,1965,null
Brazil,AE Araçatuba,Football,Araçatuba,Adhemar de Barros,18000,null,null
Brazil,Anápolis FC,Football,Anápolis,Estádio Jonas Duarte,17800,1965,null
Brazil,Avaí FC,Football,Florianópolis,Aderbal Ramos da Silva,17800,1983,all-seater
Brazil,Clube do Remo,Football,Belém,Estádio Evandro Almeida,17518,1917,null
Brazil,CA Bragantino,Football,Bragança P.,Estádio Nabi Abi Chedid,17128,1949,null
Brazil,Basketball-use,Basketball,Fortaleza,CFO Arena,17000,2016,all-seater
Brazil,Indoor Sports,Indoor Sports,Fortaleza,Ginásio Paulo Sarasate,17000,1971,all-seater
Brazil,Guarani FC,Football,Pouso Alegre,Estádio Gino Rossi,17000,1997,all-seater
Brazil,SER Cidreira,Football,Cidreira,Municipal Antônio Sessim,17000,1966,null
Brazil,Santos FC,Football,Santos,Estádio Urbano Caldeira,16798,1916,all-seater
Brazil,AD São Caetano,Football,São Caetano,Anacleto Campanella,16744,1955,null
Brazil,UniCEUB/BRB,Basketball,Brasília,Ginásio Nilson Nelson,16600,1973,all-seater
Brazil,São José EC,Football,S.J. Campos,Estádio Martins Pereira,16500,1970,null
Brazil,Grêmio Catanduvense,Football,Catanduva,Estádio Silvio Salles,16444,1988,all-seater
Brazil,EC Noroeste,Football,Bauru,Estádio Alfredo de Castilho,16300,1960,null
Brazil,Rio Branco EC,Football,Americana,Estádio Décio Vitta,16300,1977,null
Brazil,Feirense FC,Football,Feira Santana,Estádio Alberto Oliveira,16274,1953,null
Brazil,Guaratinguetá Futebol,Football,Guaratinguetá,Dario Rodrigues Leite,16095,1965,null
Brazil,Juazeiro EC,Football,Juazeiro,Estádio Mauro Sampaio,16000,1970,null
Brazil,Rio Claro FC,Football,Rio Claro,Augusto Schmidt Filho,15969,1973,null
Brazil,União São João EC,Football,Araras,Estádio Hermínio Ometto,15881,1988,null
Brazil,ABC FC,Football,Natal,Maria Lamas Farache,15800,2006,all-seater
Brazil,São Bernardo FC,Football,São Bernardo,Estádio Primeiro de Maio,15789,1968,null
Brazil,Toledo CW,Football,Toledo,Estádio 14 de Dezembro,15280,1967,null
Brazil,CE Bento Gonçalves,Football,B/Gonçalves,Montanha dos Vinhedos,15269,2004,null
Brazil,Paulista FC,Football,Jundiaí,Estádio Jaime Cintra,15155,1957,null
Brazil,Olímpia FC,Football,Olímpia,Estádio Thereza Breda,15022,1949,null
Brazil,Marília AC,Football,Marília,Estádio Bento de Abreu,15010,1967,null
Brazil,Football-use,Football,Rio Branco,Antônio Aquino Lopes,15000,null,null
Brazil,Desportiva Ferroviária,Football,Cariacica,Engenheiro Araripe,15000,1966,null
Brazil,AE Jataiense,Football,Jataí,Estádio Nelson A. Silva,15000,null,null
Brazil,Central Sport Club,Football,Caruaru,Luiz José de Lacerda,15000,1980,null
Brazil,Indoor Sports,Indoor Sports,Recife,Ginásio Geraldo Magalhães,15000,1970,all-seater
Brazil,Flamengo Basketball,Basketball,Rio de Janeiro,HSBC Arena,15000,2007,all-seater
Brazil,Goytacaz FC,Football,Campos G.,Ary de Oliveira e Souza,15000,1938,null
Brazil,América FC,Football,Mesquita,Estádio Giulite Coutinho,15000,2000,all-seater
Brazil,EC Passo Fundo,Football,Passo Fundo,Vermelhão da Serra,15000,1969,null
Brazil,Horse Racing-use,Horse Racing,Porto Alegre,Hipódromo do Cristal,15000,1959,null
Brazil,AD Jaraguá,Indoor Soccer,Jaraguá do Sul,Arena Jaraguá,15000,2007,8500
Brazil,Tubarão FC,Football,Tubarão,Aníbal Torres Costa,15000,1955,null
Brazil,Football-use,Football,Sorocaba,Dr. Rui Costa Rodrigues,15000,1978,null
Brazil,A Jaguariunense A,Football,Jaguariúna,Estádio Alfredo Chiavegato,15000,1996,all-seater
Brazil,UA Barbarense FC,Football,Santa Barbara,Estádio Antonio Guimarães,14913,1921,null
Brazil,AA Francana,Football,Franca,Dr. José Lancha Filho,14686,1970,null
Brazil,Indoor Sports,Indoor Sports,Porto Alegre,Ginásio Gigantinho,14586,1973,12864
Brazil,Mirassol FC,Football,Mirassol,José Maria de Campos Maia,14534,1925,null
Brazil,EC Santo André,Football,Santo André,Bruno José Daniel,14185,1969,null
Brazil,Rio Preto EC,Football,S.J. Rio Preto,Estádio Anísio Haddad,14126,1968,null
Brazil,Oeste FC,Football,Itápolis,Municipal dos Amaros,14074,1928,null
Brazil,AS Arapiraquense,Football,Arapiraca,Coroacy da Mata Fonseca,14000,1953,null
Brazil,Football-use,Football,Aracaju,Estádio Lourival Baptista,14000,1969,null
Brazil,Barretos EC,Football,Barretos,Antônio Gomes Martins,13996,null,null
Brazil,EC São Bento,Football,Sorocaba,Municipal Walter Ribeiro,13722,1967,null
Brazil,EC Paraguaçuense,Football,Paraguaçu P.,Estádio Carlos Afine,13623,null,null
